Save,1/8/2026,1:07:50 PM,Scan,1/8/2026,1:07:35 PM,Reference,1/8/2026,12:58:32 PM,Measure
Software,STS IL/PDL,RAW,Normal,2.3.1.0
TSL,SANTEC,TSL-570,22110007,0032.0033.0015
PowerMeter,SANTEC,MPM-210H,23090007,Ver.1.19
,Module0,MPM-211,23090008M211,Ver.1.23
Power Monitor,DAQ
Start,1243,nm
Stop,1377,nm
Step,0.01,nm
Speed,200,nm/s
Source Power,5,dBm
Averaging Time,0.05,msec
Power meter range,23090008M211,(Ch1),-30～+10dBm,-40～ 0dBm,-50～-10dBm,-60～-20dBm,-80～-30dBm
--HEADER END--
--RAW DATA START--
Wavelength(nm),Monitor_R1(dBm),Monitor_R2(dBm),Monitor_R3(dBm),Monitor_R4(dBm),Monitor_R5(dBm),Raw_M1_S0_CH1_R1(dBm),Raw_M1_S0_CH1_R2(dBm),Raw_M1_S0_CH1_R3(dBm),Raw_M1_S0_CH1_R4(dBm),Raw_M1_S0_CH1_R5(dBm)
1303.46,-2.815001,-2.813705,-2.817185,-2.815411,-2.81698,-14.47285,-14.6925,-14.73421,-16.55315,-26.55218
1303.47,-2.816025,-2.813705,-2.817799,-2.81582,-2.816298,-14.46756,-14.68567,-14.7295,-16.55315,-26.55218
1303.48,-2.817049,-2.814251,-2.81896,-2.816776,-2.816707,-14.46784,-14.68478,-14.72919,-16.55315,-26.55218
1303.49,-2.818755,-2.816093,-2.820394,-2.818209,-2.81698,-14.46968,-14.6867,-14.7314,-16.55315,-26.55218
1303.5,-2.819643,-2.816912,-2.821488,-2.819916,-2.817731,-14.46743,-14.6859,-14.72931,-16.55315,-26.55218
1303.51,-2.820258,-2.818073,-2.822171,-2.823059,-2.819711,-14.46366,-14.68261,-14.72601,-16.55315,-26.55218
1303.52,-2.821692,-2.821624,-2.823948,-2.827984,-2.822786,-14.45993,-14.67866,-14.72144,-16.55315,-26.55218
1303.53,-2.825452,-2.82682,-2.828052,-2.833941,-2.829558,-14.46038,-14.67745,-14.71896,-16.55315,-26.55218
1303.54,-2.829421,-2.832433,-2.831954,-2.839289,-2.834763,-14.4626,-14.68318,-14.72324,-16.55315,-26.55218
1303.55,-2.833735,-2.836134,-2.83586,-2.842034,-2.837368,-14.47096,-14.69477,-14.73693,-16.55315,-26.55218
1303.56,-2.834695,-2.83634,-2.836477,-2.840798,-2.83634,-14.47917,-14.70281,-14.74549,-16.55315,-26.55218
1303.57,-2.835037,-2.834763,-2.835243,-2.836545,-2.833187,-14.48659,-14.7082,-14.75129,-16.55315,-26.55218
1303.58,-2.832844,-2.832844,-2.833598,-2.83168,-2.830173,-14.49467,-14.7131,-14.75646,-16.55315,-26.55218
1303.59,-2.831201,-2.832433,-2.832639,-2.82812,-2.829216,-14.5016,-14.7197,-14.76391,-16.55315,-26.55218
1303.6,-2.832091,-2.832091,-2.83168,-2.825999,-2.827641,-14.50776,-14.72738,-14.77112,-16.55315,-26.55218
1303.61,-2.831543,-2.830721,-2.830858,-2.825657,-2.827847,-14.51132,-14.73063,-14.773,-16.55315,-26.55218
1303.62,-2.831338,-2.82771,-2.828189,-2.824153,-2.825452,-14.51062,-14.72971,-14.77271,-16.55315,-26.55218
1303.63,-2.826273,-2.820804,-2.823401,-2.821625,-2.82019,-14.5117,-14.72916,-14.77373,-16.55315,-26.55218
1303.64,-2.821351,-2.813365,-2.818141,-2.817868,-2.814319,-14.51493,-14.72983,-14.77716,-16.55315,-26.55218
1303.65,-2.816503,-2.807639,-2.814524,-2.815616,-2.81016,-14.52224,-14.73477,-14.78632,-16.55315,-26.55218
1303.66,-2.813228,-2.804916,-2.813228,-2.814456,-2.808457,-14.53388,-14.7458,-14.79727,-16.55315,-26.55218
1303.67,-2.81507,-2.80798,-2.814729,-2.816161,-2.810637,-14.54434,-14.75879,-14.8105,-16.55315,-26.55218
1303.68,-2.817185,-2.811455,-2.816776,-2.818277,-2.815479,-14.5501,-14.76744,-14.8188,-16.55315,-26.55218
1303.69,-2.81896,-2.81582,-2.817595,-2.81937,-2.819643,-14.55625,-14.77685,-14.82341,-16.55315,-26.55218
1303.7,-2.820873,-2.819165,-2.818482,-2.8206,-2.823059,-14.55964,-14.78249,-14.826,-16.55315,-26.55218
1303.71,-2.821692,-2.821556,-2.819711,-2.822308,-2.825589,-14.56199,-14.78689,-14.82865,-16.55315,-26.55218
1303.72,-2.824768,-2.826136,-2.823538,-2.827094,-2.828189,-14.5679,-14.79513,-14.83644,-16.55315,-26.55218
1303.73,-2.829147,-2.832639,-2.830105,-2.833598,-2.832022,-14.57866,-14.80883,-14.85003,-16.55315,-26.55218
1303.74,-2.833667,-2.837848,-2.836545,-2.840318,-2.836957,-14.58952,-14.82242,-14.86368,-16.55315,-26.55218
1303.75,-2.837643,-2.842102,-2.842377,-2.846842,-2.840386,-14.59649,-14.82953,-14.87142,-16.55315,-26.55218
1303.76,-2.838123,-2.841965,-2.844437,-2.847598,-2.842034,-14.59602,-14.82805,-14.87165,-16.55315,-26.55218
1303.77,-2.836271,-2.837574,-2.842309,-2.844368,-2.840386,-14.58952,-14.82238,-14.86669,-16.55315,-26.55218
1303.78,-2.83216,-2.830858,-2.837437,-2.837025,-2.834146,-14.58316,-14.81356,-14.8602,-16.55315,-26.55218
1303.79,-2.827983,-2.825794,-2.830927,-2.82812,-2.828189,-14.5779,-14.80571,-14.84964,-16.55315,-26.55218
1303.8,-2.825862,-2.822512,-2.826752,-2.822786,-2.823128,-14.57201,-14.79705,-14.8416,-16.55315,-26.55218
1303.81,-2.8247,-2.821078,-2.82429,-2.819643,-2.820326,-14.56891,-14.79468,-14.83946,-16.55315,-26.55218
1303.82,-2.824358,-2.820531,-2.822991,-2.818073,-2.819165,-14.56954,-14.79541,-14.83822,-16.55315,-26.55218
1303.83,-2.822034,-2.817254,-2.820258,-2.816366,-2.817322,-14.56538,-14.78822,-14.83139,-16.55315,-26.55218
1303.84,-2.817799,-2.81241,-2.816912,-2.814319,-2.815547,-14.55684,-14.77398,-14.82024,-16.55315,-26.55218
1303.85,-2.814592,-2.808253,-2.814524,-2.811455,-2.814183,-14.54422,-14.76078,-14.80893,-16.55315,-26.55218
1303.86,-2.81391,-2.805937,-2.814183,-2.811523,-2.814183,-14.53063,-14.74646,-14.79699,-16.55315,-26.55218
1303.87,-2.816844,-2.807503,-2.816912,-2.813024,-2.817254,-14.52747,-14.73983,-14.7941,-16.55315,-26.55218
1303.88,-2.823265,-2.812614,-2.822512,-2.818277,-2.820736,-14.53254,-14.74121,-14.7967,-16.55315,-26.55218
1303.89,-2.828462,-2.819575,-2.827573,-2.824221,-2.82511,-14.53591,-14.74808,-14.80157,-16.55315,-26.55218
1303.9,-2.834284,-2.825931,-2.83216,-2.829558,-2.828257,-14.53887,-14.75461,-14.80578,-16.55315,-26.55218
1303.91,-2.838191,-2.831612,-2.833941,-2.833393,-2.830721,-14.54321,-14.76002,-14.80787,-16.55315,-26.55218
1303.92,-2.840593,-2.835517,-2.834489,-2.835928,-2.832022,-14.54688,-14.76518,-14.80931,-16.55315,-26.55218
1303.93,-2.843682,-2.839289,-2.83634,-2.839289,-2.835037,-14.54772,-14.76949,-14.81013,-16.55315,-26.55218
1303.94,-2.846498,-2.843476,-2.838671,-2.842858,-2.839151,-14.55366,-14.77361,-14.81345,-16.55315,-26.55218
1303.95,-2.848354,-2.845468,-2.841622,-2.845399,-2.841691,-14.56161,-14.78116,-14.82177,-16.55315,-26.55218
1303.96,-2.848148,-2.84588,-2.844231,-2.845674,-2.842446,-14.56693,-14.78926,-14.83133,-16.55315,-26.55218
1303.97,-2.844025,-2.842446,-2.842583,-2.841073,-2.83874,-14.57071,-14.79335,-14.83708,-16.55315,-26.55218
1303.98,-2.836202,-2.834489,-2.836271,-2.832228,-2.83168,-14.571,-14.79275,-14.83778,-16.55315,-26.55218
1303.99,-2.828257,-2.827641,-2.829078,-2.823674,-2.825999,-14.56576,-14.78995,-14.83426,-16.55315,-26.55218
1304,-2.822718,-2.822444,-2.822718,-2.816435,-2.822376,-14.56106,-14.78578,-14.82839,-16.55315,-26.55218
1304.01,-2.818004,-2.819711,-2.819711,-2.814456,-2.821488,-14.55821,-14.78317,-14.82503,-16.55315,-26.55218
1304.02,-2.816639,-2.818755,-2.819643,-2.813842,-2.821488,-14.55943,-14.78517,-14.8286,-16.55315,-26.55218
1304.03,-2.816707,-2.81937,-2.821419,-2.815001,-2.821419,-14.56719,-14.79268,-14.8376,-16.55315,-26.55218
1304.04,-2.816639,-2.819506,-2.823264,-2.815752,-2.820463,-14.57391,-14.80149,-14.84733,-16.55315,-26.55218
1304.05,-2.816776,-2.818141,-2.823674,-2.81391,-2.818346,-14.57323,-14.80454,-14.85041,-16.55315,-26.55218
1304.06,-2.816025,-2.818619,-2.8247,-2.813978,-2.818073,-14.56786,-14.79827,-14.84507,-16.55315,-26.55218
1304.07,-2.818551,-2.820053,-2.827778,-2.816571,-2.821966,-14.56412,-14.79101,-14.83908,-16.55315,-26.55218
1304.08,-2.822991,-2.823469,-2.831954,-2.820463,-2.828599,-14.56467,-14.78724,-14.8391,-16.55315,-26.55218
1304.09,-2.83079,-2.830105,-2.837711,-2.827847,-2.837094,-14.56882,-14.79177,-14.84306,-16.55315,-26.55218
1304.1,-2.836957,-2.836408,-2.841347,-2.835586,-2.843956,-14.57294,-14.79882,-14.84667,-16.55315,-26.55218
1304.11,-2.841691,-2.841553,-2.841965,-2.840798,-2.84588,-14.57857,-14.80456,-14.84874,-16.55315,-26.55218
1304.12,-2.846636,-2.846361,-2.841485,-2.845124,-2.845262,-14.58602,-14.8077,-14.84678,-16.55315,-26.55218
1304.13,-2.84801,-2.849592,-2.840935,-2.847185,-2.843751,-14.58371,-14.80597,-14.84113,-16.55315,-26.55218
1304.14,-2.850761,-2.852068,-2.842995,-2.848973,-2.842789,-14.5737,-14.80109,-14.83419,-16.55315,-26.55218
1304.15,-2.851862,-2.85434,-2.846567,-2.851036,-2.84485,-14.56413,-14.7922,-14.82495,-16.55315,-26.55218
1304.16,-2.851381,-2.85434,-2.848079,-2.851381,-2.846292,-14.55182,-14.77893,-14.81262,-16.55315,-26.55218
1304.17,-2.848079,-2.850417,-2.846773,-2.847735,-2.844987,-14.53788,-14.76416,-14.79903,-16.55315,-26.55218
1304.18,-2.841622,-2.842721,-2.84121,-2.840935,-2.840524,-14.5239,-14.74748,-14.78442,-16.55315,-26.55218
1304.19,-2.833461,-2.832913,-2.833941,-2.832228,-2.83305,-14.50671,-14.72715,-14.76726,-16.55315,-26.55218
1304.2,-2.827026,-2.824221,-2.826273,-2.823948,-2.825726,-14.49236,-14.70998,-14.75393,-16.55315,-26.55218
1304.21,-2.822718,-2.81937,-2.821692,-2.81937,-2.820463,-14.48638,-14.70089,-14.74712,-16.55315,-26.55218
1304.22,-2.821966,-2.819165,-2.820668,-2.819711,-2.820053,-14.4816,-14.69583,-14.74101,-16.55315,-26.55218
1304.23,-2.823401,-2.822102,-2.821419,-2.821898,-2.822102,-14.47286,-14.68694,-14.73033,-16.55315,-26.55218
1304.24,-2.823469,-2.825247,-2.822786,-2.824016,-2.825794,-14.45957,-14.67577,-14.72057,-16.55315,-26.55218
1304.25,-2.823811,-2.827162,-2.825862,-2.826341,-2.829489,-14.44797,-14.66634,-14.70704,-16.55315,-26.55218
1304.26,-2.824427,-2.830584,-2.829694,-2.828462,-2.83216,-14.43244,-14.65072,-14.69318,-16.55315,-26.55218
1304.27,-2.825862,-2.832228,-2.833941,-2.831749,-2.835037,-14.43195,-14.65112,-14.69832,-16.55315,-26.55218
1304.28,-2.831406,-2.836202,-2.840455,-2.83826,-2.839632,-14.44438,-14.66386,-14.71607,-16.55315,-26.55218
1304.29,-2.839151,-2.84224,-2.845811,-2.844781,-2.844918,-14.46167,-14.68328,-14.73244,-16.55315,-26.55218
1304.3,-2.846567,-2.848079,-2.850142,-2.850348,-2.850005,-14.47183,-14.6948,-14.7383,-16.55315,-26.55218
1304.31,-2.851312,-2.853651,-2.851518,-2.853307,-2.853307,-14.46756,-14.69346,-14.73178,-16.55315,-26.55218
1304.32,-2.852206,-2.857852,-2.850348,-2.85372,-2.853514,-14.45834,-14.68388,-14.71953,-16.55315,-26.55218
1304.33,-2.851587,-2.859161,-2.849454,-2.853238,-2.853582,-14.45184,-14.67629,-14.70962,-16.55315,-26.55218
1304.34,-2.850554,-2.858679,-2.848836,-2.852687,-2.852963,-14.45065,-14.67451,-14.7077,-16.55315,-26.55218
1304.35,-2.85083,-2.85675,-2.849317,-2.852274,-2.852275,-14.45806,-14.68163,-14.71854,-16.55315,-26.55218
1304.36,-2.851793,-2.853651,-2.850142,-2.851036,-2.851931,-14.47501,-14.69979,-14.74387,-16.55315,-26.55218
1304.37,-2.851312,-2.850005,-2.848354,-2.847873,-2.849592,-14.49555,-14.71741,-14.75847,-16.55315,-26.55218
1304.38,-2.848767,-2.844781,-2.843956,-2.841897,-2.844918,-14.50636,-14.72315,-14.76391,-16.55315,-26.55218
1304.39,-2.841279,-2.837986,-2.836957,-2.836065,-2.839083,-14.50083,-14.71456,-14.75431,-16.55315,-26.55218
1304.4,-2.832433,-2.830858,-2.829831,-2.828257,-2.833735,-14.48634,-14.70152,-14.74328,-16.55315,-26.55218
1304.41,-2.827778,-2.828873,-2.82641,-2.825726,-2.831064,-14.48123,-14.69977,-14.73997,-16.55315,-26.55218
1304.42,-2.827231,-2.828189,-2.826615,-2.827299,-2.831269,-14.48226,-14.70345,-14.74212,-16.55315,-26.55218
1304.43,-2.83168,-2.832776,-2.829763,-2.83168,-2.834489,-14.48609,-14.70739,-14.74598,-16.55315,-26.55218
1304.44,-2.838192,-2.838123,-2.836134,-2.837917,-2.838123,-14.49463,-14.71435,-14.75373,-16.55315,-26.55218
1304.45,-2.842377,-2.84073,-2.841828,-2.841897,-2.841004,-14.5043,-14.72306,-14.76513,-16.55315,-26.55218
1304.46,-2.845262,-2.84375,-2.845536,-2.844575,-2.843544,-14.51331,-14.73533,-14.77434,-16.55315,-26.55218
1304.47,-2.846773,-2.844231,-2.848836,-2.846911,-2.845468,-14.51497,-14.7374,-14.7781,-16.55315,-26.55218
1304.48,-2.847461,-2.844781,-2.85083,-2.847873,-2.84698,-14.51265,-14.73016,-14.77401,-16.55315,-26.55218
1304.49,-2.850005,-2.847735,-2.852688,-2.850417,-2.851518,-14.51016,-14.72796,-14.77342,-16.55315,-26.55218
1304.5,-2.85255,-2.850761,-2.854822,-2.852619,-2.855235,-14.51145,-14.73212,-14.77559,-16.55315,-26.55218
1304.51,-2.855785,-2.854408,-2.855716,-2.854133,-2.858334,-14.51074,-14.73191,-14.77313,-16.55315,-26.55218
1304.52,-2.858059,-2.85799,-2.856268,-2.855717,-2.860609,-14.50458,-14.72435,-14.76386,-16.55315,-26.55218
1304.53,-2.857163,-2.857163,-2.853651,-2.853789,-2.857094,-14.49792,-14.71708,-14.75287,-16.55315,-26.55218
1304.54,-2.854615,-2.854615,-2.849592,-2.850417,-2.851518,-14.49149,-14.7123,-14.74613,-16.55315,-26.55218
1304.55,-2.849661,-2.851381,-2.847185,-2.84801,-2.847942,-14.4805,-14.70551,-14.73929,-16.55315,-26.55218
1304.56,-2.844025,-2.845743,-2.844162,-2.842995,-2.843476,-14.46605,-14.69267,-14.72921,-16.55315,-26.55218
1304.57,-2.839563,-2.842102,-2.84327,-2.840593,-2.841073,-14.45539,-14.67921,-14.71956,-16.55315,-26.55218
1304.58,-2.834831,-2.838946,-2.842102,-2.837986,-2.837711,-14.44661,-14.66742,-14.71027,-16.55315,-26.55218
1304.59,-2.832982,-2.835928,-2.839426,-2.834009,-2.83538,-14.4409,-14.65865,-14.70417,-16.55315,-26.55218
1304.6,-2.829831,-2.833187,-2.837368,-2.832639,-2.831817,-14.43736,-14.65695,-14.70245,-16.55315,-26.55218
1304.61,-2.828599,-2.832844,-2.834146,-2.831064,-2.83079,-14.43613,-14.65737,-14.70058,-16.55315,-26.55218
1304.62,-2.830448,-2.834489,-2.833256,-2.831612,-2.833598,-14.43736,-14.65783,-14.69973,-16.55315,-26.55218
1304.63,-2.835449,-2.838534,-2.835106,-2.835654,-2.837986,-14.44429,-14.66456,-14.70317,-16.55315,-26.55218
1304.64,-2.840112,-2.843132,-2.838671,-2.841142,-2.843269,-14.45311,-14.67339,-14.71076,-16.55315,-26.55218
1304.65,-2.846636,-2.84918,-2.844506,-2.847186,-2.851243,-14.46588,-14.68627,-14.71904,-16.55315,-26.55218
1304.66,-2.851518,-2.853169,-2.850486,-2.852481,-2.858334,-14.4726,-14.69802,-14.73037,-16.55315,-26.55218
1304.67,-2.854408,-2.856061,-2.855303,-2.854684,-2.861644,-14.47832,-14.70549,-14.7415,-16.55315,-26.55218
1304.68,-2.856199,-2.85737,-2.859644,-2.856061,-2.862954,-14.49248,-14.71926,-14.75959,-16.55315,-26.55218
1304.69,-2.855235,-2.857232,-2.860057,-2.855992,-2.859093,-14.50288,-14.73177,-14.77448,-16.55315,-26.55218
1304.7,-2.856612,-2.857921,-2.860954,-2.855579,-2.858059,-14.51195,-14.73793,-14.78268,-16.55315,-26.55218
1304.71,-2.857163,-2.858334,-2.86054,-2.855166,-2.85675,-14.51526,-14.73855,-14.78373,-16.55315,-26.55218
1304.72,-2.855303,-2.857232,-2.857094,-2.85255,-2.855166,-14.51605,-14.73825,-14.78165,-16.55315,-26.55218
1304.73,-2.854959,-2.856337,-2.854271,-2.850623,-2.854821,-14.51775,-14.7389,-14.78004,-16.55315,-26.55218
1304.74,-2.849936,-2.852206,-2.84856,-2.847323,-2.851931,-14.52231,-14.74177,-14.78298,-16.55315,-26.55218
1304.75,-2.846086,-2.847323,-2.843132,-2.844643,-2.847598,-14.52838,-14.74955,-14.79092,-16.55315,-26.55218
1304.76,-2.841622,-2.842514,-2.839015,-2.841965,-2.842995,-14.53125,-14.75491,-14.79441,-16.55315,-26.55218
1304.77,-2.837094,-2.836682,-2.835722,-2.838054,-2.838328,-14.52601,-14.74846,-14.78947,-16.55315,-26.55218
1304.78,-2.834626,-2.834146,-2.835243,-2.835654,-2.836065,-14.517,-14.74249,-14.78412,-16.55315,-26.55218
1304.79,-2.832844,-2.833393,-2.835243,-2.832433,-2.833872,-14.51393,-14.74009,-14.78269,-16.55315,-26.55218
1304.8,-2.831749,-2.833187,-2.83586,-2.831064,-2.832639,-14.51501,-14.73986,-14.78184,-16.55315,-26.55218
1304.81,-2.833187,-2.835449,-2.837162,-2.832228,-2.832844,-14.51244,-14.73819,-14.77857,-16.55315,-26.55218
1304.82,-2.834146,-2.838603,-2.838603,-2.8349,-2.833667,-14.50685,-14.73323,-14.77361,-16.55315,-26.55218
1304.83,-2.839357,-2.844025,-2.842377,-2.841142,-2.836477,-14.50536,-14.73236,-14.77227,-16.55315,-26.55218
1304.84,-2.847254,-2.851587,-2.848148,-2.84918,-2.843751,-14.51215,-14.73923,-14.77851,-16.55315,-26.55218
1304.85,-2.853101,-2.857714,-2.853927,-2.856199,-2.850692,-14.51924,-14.74646,-14.78547,-16.55315,-26.55218
1304.86,-2.85923,-2.860609,-2.859024,-2.861506,-2.856543,-14.52331,-14.7482,-14.78814,-16.55315,-26.55218
1304.87,-2.863919,-2.863782,-2.863851,-2.866542,-2.862747,-14.51966,-14.74533,-14.78506,-16.55315,-26.55218
1304.88,-2.864679,-2.864955,-2.865438,-2.866819,-2.867095,-14.50831,-14.73073,-14.77439,-16.55315,-26.55218
1304.89,-2.864816,-2.864333,-2.867164,-2.865645,-2.868338,-14.49607,-14.7168,-14.76116,-16.55315,-26.55218
1304.9,-2.862195,-2.862402,-2.865783,-2.861988,-2.866611,-14.48621,-14.70677,-14.74916,-16.55315,-26.55218
1304.91,-2.859782,-2.859437,-2.863368,-2.857369,-2.863506,-14.47983,-14.70059,-14.74407,-16.55315,-26.55218
1304.92,-2.85737,-2.857714,-2.860471,-2.854133,-2.860057,-14.47613,-14.69867,-14.74048,-16.55315,-26.55218
1304.93,-2.854477,-2.856268,-2.855717,-2.850967,-2.855166,-14.47502,-14.69931,-14.7373,-16.55315,-26.55218
1304.94,-2.851587,-2.85489,-2.851174,-2.848354,-2.851587,-14.4717,-14.69484,-14.72955,-16.55315,-26.55218
1304.95,-2.846911,-2.851931,-2.847873,-2.844781,-2.847323,-14.45534,-14.67988,-14.71661,-16.55315,-26.55218
1304.96,-2.842652,-2.846773,-2.842583,-2.841347,-2.842789,-14.4352,-14.6553,-14.69058,-16.55315,-26.55218
1304.97,-2.836477,-2.841622,-2.837025,-2.83634,-2.838397,-14.40863,-14.63136,-14.66263,-16.55315,-26.55218
1304.98,-2.833735,-2.837986,-2.835449,-2.834969,-2.837643,-14.4003,-14.6187,-14.65399,-16.55315,-26.55218
1304.99,-2.834831,-2.836066,-2.834489,-2.8349,-2.838328,-14.40831,-14.62262,-14.65883,-16.55315,-26.55218
1305,-2.837094,-2.838123,-2.836134,-2.838054,-2.84121,-14.41924,-14.63678,-14.67518,-16.55315,-26.55218
1305.01,-2.840867,-2.841279,-2.839083,-2.841897,-2.843476,-14.42682,-14.6454,-14.68561,-16.55315,-26.55218
1305.02,-2.845262,-2.845743,-2.841828,-2.84698,-2.846086,-14.42601,-14.64686,-14.6853,-16.55315,-26.55218
1305.03,-2.84918,-2.852068,-2.845193,-2.850899,-2.85028,-14.42361,-14.64521,-14.6832,-16.55315,-26.55218
1305.04,-2.853376,-2.856612,-2.849111,-2.854202,-2.853927,-14.42094,-14.6414,-14.67917,-16.55315,-26.55218
1305.05,-2.85861,-2.860954,-2.85613,-2.859575,-2.858748,-14.4172,-14.63518,-14.67147,-16.55315,-26.55218
1305.06,-2.863644,-2.864955,-2.86185,-2.862885,-2.863575,-14.41733,-14.63344,-14.67259,-16.55315,-26.55218
1305.07,-2.86744,-2.865024,-2.866542,-2.865231,-2.865921,-14.42789,-14.64261,-14.68491,-16.55315,-26.55218
1305.08,-2.868752,-2.865645,-2.870479,-2.866335,-2.867164,-14.4434,-14.65751,-14.70254,-16.55315,-26.55218
1305.09,-2.867164,-2.863988,-2.871309,-2.865024,-2.865783,-14.45045,-14.6641,-14.71299,-16.55315,-26.55218
1305.1,-2.863506,-2.860678,-2.870203,-2.861161,-2.862816,-14.4458,-14.6577,-14.71016,-16.55315,-26.55218
1305.11,-2.858403,-2.857714,-2.865369,-2.855441,-2.857921,-14.43675,-14.64997,-14.70046,-16.55315,-26.55218
1305.12,-2.85372,-2.853789,-2.860057,-2.851312,-2.854822,-14.43499,-14.64839,-14.69656,-16.55315,-26.55218
1305.13,-2.850761,-2.850005,-2.854408,-2.847185,-2.851174,-14.43455,-14.64666,-14.69138,-16.55315,-26.55218
1305.14,-2.847804,-2.847323,-2.849042,-2.845262,-2.848011,-14.42898,-14.64149,-14.68249,-16.55315,-26.55218
1305.15,-2.844643,-2.845193,-2.84588,-2.843613,-2.845811,-14.41859,-14.63504,-14.67387,-16.55315,-26.55218
1305.16,-2.843819,-2.842789,-2.84327,-2.842789,-2.844368,-14.41235,-14.62755,-14.66593,-16.55315,-26.55218
1305.17,-2.842721,-2.842309,-2.843407,-2.843544,-2.844781,-14.40842,-14.62419,-14.66264,-16.55315,-26.55218
1305.18,-2.843407,-2.843064,-2.845743,-2.843819,-2.84588,-14.40276,-14.61805,-14.65827,-16.55315,-26.55218
1305.19,-2.844918,-2.84485,-2.847461,-2.84327,-2.847598,-14.39727,-14.61131,-14.65313,-16.55315,-26.55218
1305.2,-2.847117,-2.84856,-2.850623,-2.84327,-2.849385,-14.39461,-14.60901,-14.64862,-16.55315,-26.55218
1305.21,-2.849798,-2.852206,-2.852068,-2.843201,-2.852412,-14.38925,-14.60597,-14.64372,-16.55315,-26.55218
1305.22,-2.851931,-2.856061,-2.853307,-2.845262,-2.856337,-14.38321,-14.59999,-14.63518,-16.55315,-26.55218
1305.23,-2.855579,-2.860678,-2.855992,-2.850211,-2.861644,-14.37389,-14.5904,-14.62265,-16.55315,-26.55218
1305.24,-2.85992,-2.864748,-2.858955,-2.855854,-2.865645,-14.36363,-14.57924,-14.60977,-16.55315,-26.55218
1305.25,-2.865507,-2.868683,-2.863299,-2.86254,-2.867164,-14.35339,-14.56897,-14.60003,-16.55315,-26.55218
1305.26,-2.868476,-2.869305,-2.866611,-2.866819,-2.867301,-14.34716,-14.55946,-14.59233,-16.55315,-26.55218
1305.27,-2.871447,-2.867785,-2.868614,-2.868199,-2.867233,-14.33701,-14.54598,-14.58153,-16.55315,-26.55218
1305.28,-2.871309,-2.8653,-2.869788,-2.868407,-2.867233,-14.32894,-14.53173,-14.57137,-16.55315,-26.55218
1305.29,-2.868959,-2.86123,-2.868545,-2.86668,-2.865024,-14.32207,-14.52047,-14.56405,-16.55315,-26.55218
1305.3,-2.865093,-2.857232,-2.865369,-2.861506,-2.861506,-14.31036,-14.51003,-14.5552,-16.55315,-26.55218
1305.31,-2.85737,-2.853032,-2.860333,-2.855166,-2.856061,-14.29657,-14.49853,-14.54392,-16.55315,-26.55218
1305.32,-2.84973,-2.84856,-2.853582,-2.847873,-2.849592,-14.28539,-14.48983,-14.53409,-16.55315,-26.55218
1305.33,-2.843407,-2.845262,-2.848354,-2.841347,-2.844918,-14.27604,-14.4843,-14.526,-16.55315,-26.55218
1305.34,-2.840524,-2.844712,-2.845193,-2.839357,-2.843819,-14.26772,-14.47781,-14.51709,-16.55315,-26.55218
1305.35,-2.84121,-2.844575,-2.844643,-2.840318,-2.843956,-14.26404,-14.47328,-14.51081,-16.55315,-26.55218
1305.36,-2.844231,-2.845536,-2.845743,-2.842789,-2.84643,-14.26487,-14.473,-14.51058,-16.55315,-26.55218
1305.37,-2.847254,-2.846292,-2.847185,-2.84698,-2.84918,-14.27149,-14.47826,-14.51661,-16.55315,-26.55218
1305.38,-2.84973,-2.84588,-2.847598,-2.848836,-2.851381,-14.28362,-14.48814,-14.52743,-16.55315,-26.55218
1305.39,-2.852137,-2.84643,-2.84918,-2.851793,-2.85372,-14.29602,-14.49775,-14.53965,-16.55315,-26.55218
1305.4,-2.854271,-2.847735,-2.851931,-2.854064,-2.855372,-14.30537,-14.50773,-14.5511,-16.55315,-26.55218
1305.41,-2.857646,-2.851449,-2.856337,-2.856061,-2.857576,-14.31736,-14.5224,-14.56728,-16.55315,-26.55218
1305.42,-2.862057,-2.856199,-2.862195,-2.859782,-2.860195,-14.33152,-14.53831,-14.58374,-16.55315,-26.55218
1305.43,-2.866128,-2.860816,-2.866473,-2.860816,-2.862402,-14.3441,-14.55196,-14.59738,-16.55315,-26.55218
1305.44,-2.868476,-2.86461,-2.86813,-2.86123,-2.864127,-14.35299,-14.56367,-14.60714,-16.55315,-26.55218
1305.45,-2.868545,-2.866266,-2.86744,-2.861988,-2.864403,-14.35663,-14.57046,-14.6111,-16.55315,-26.55218
1305.46,-2.867371,-2.867233,-2.864333,-2.861436,-2.862816,-14.35898,-14.57458,-14.61279,-16.55315,-26.55218
1305.47,-2.864403,-2.866128,-2.861298,-2.861919,-2.860609,-14.36127,-14.58055,-14.6147,-16.55315,-26.55218
1305.48,-2.859782,-2.862816,-2.857439,-2.861367,-2.857232,-14.36259,-14.58268,-14.61485,-16.55315,-26.55218
1305.49,-2.85675,-2.858472,-2.854684,-2.859437,-2.853927,-14.36155,-14.57958,-14.6141,-16.55315,-26.55218
1305.5,-2.851655,-2.852343,-2.852,-2.855992,-2.850555,-14.35894,-14.57502,-14.61341,-16.55315,-26.55218
1305.51,-2.846361,-2.846361,-2.846155,-2.850486,-2.846498,-14.35591,-14.56974,-14.61012,-16.55315,-26.55218
1305.52,-2.841279,-2.840935,-2.840798,-2.844162,-2.842721,-14.35044,-14.56277,-14.6024,-16.55315,-26.55218
